Mary,1910,57
Dorothy,1910,38
Helen,1910,36
Ruth,1910,34
Margaret,1910,32
Thelma,1910,32
Edna,1910,27
Florence,1910,27
Erma,1910,26
Virginia,1910,23
Lucille,1910,21
Alice,1910,19
Mildred,1910,19
Edith,1910,18
Grace,1910,18
Irene,1910,18
Hazel,1910,16
Louise,1910,15
Phyllis,1910,15
Ruby,1910,15
Blanche,1910,14
Eva,1910,14
Bernice,1910,13
Evelyn,1910,13
Ida,1910,13
Lois,1910,13
Marie,1910,13
Rose,1910,13
Anna,1910,12
Clara,1910,11
Ethel,1910,11
Melba,1910,11
Pearl,1910,11
Vera,1910,11
Afton,1910,10
Della,1910,10
Elizabeth,1910,10
Gertrude,1910,10
Gladys,1910,10
Vivian,1910,10
Elva,1910,9
Frances,1910,9
Katherine,1910,9
Lillian,1910,9
Violet,1910,9
Ada,1910,8
Elsie,1910,8
Emma,1910,8
Leona,1910,8
Martha,1910,8
Maxine,1910,8
Norma,1910,8
Alta,1910,7
Genevieve,1910,7
Georgia,1910,7
Jean,1910,7
Jennie,1910,7
Josephine,1910,7
Mable,1910,7
Marjorie,1910,7
Myrtle,1910,7
Sarah,1910,7
Verda,1910,7
Viola,1910,7
Ann,1910,6
Beth,1910,6
Emily,1910,6
Iris,1910,6
Irma,1910,6
June,1910,6
Lucy,1910,6
Lula,1910,6
Mabel,1910,6
Maurine,1910,6
Nellie,1910,6
Wanda,1910,6
Betty,1910,5
Doris,1910,5
Eleanor,1910,5
Elma,1910,5
Ila,1910,5
Madge,1910,5
Naomi,1910,5
Opal,1910,5
Rhea,1910,5
Thora,1910,5
Verna,1910,5
Mary,1911,71
Helen,1911,57
Ruth,1911,54
Dorothy,1911,38
Margaret,1911,36
Virginia,1911,29
Alice,1911,28
Florence,1911,28
Mildred,1911,26
Hazel,1911,23
Erma,1911,22
Thelma,1911,21
Elizabeth,1911,20
Vera,1911,20
Edith,1911,19
Ethel,1911,19
Ruby,1911,19
Edna,1911,17
Elva,1911,17
Wanda,1911,17
Louise,1911,16
Afton,1911,14
Clara,1911,14
Emma,1911,14
Evelyn,1911,14
Fern,1911,14
Mae,1911,14
Lois,1911,13
Gertrude,1911,12
Sarah,1911,12
Bernice,1911,11
Ellen,1911,11
Gladys,1911,11
Irene,1911,11
Lucille,1911,11
Martha,1911,11
Norma,1911,11
Alta,1911,10
Anna,1911,10
Bessie,1911,10
Eva,1911,10
Grace,1911,10
Melba,1911,10
Beatrice,1911,9
Frances,1911,9
Ida,1911,9
Leah,1911,9
Leona,1911,9
Marie,1911,9
Pearl,1911,9
Ada,1911,8
Agnes,1911,8
Ann,1911,8
Bertha,1911,8
Katherine,1911,8
Maude,1911,8
Phyllis,1911,8
Sylvia,1911,8
Della,1911,7
Ella,1911,7
Esther,1911,7
Fay,1911,7
Jean,1911,7
Jennie,1911,7
Kathryn,1911,7
Mabel,1911,7
Donna,1911,6
Doris,1911,6
Elsie,1911,6
Genevieve,1911,6
Ila,1911,6
Josephine,1911,6
Lucile,1911,6
Marian,1911,6
Maxine,1911,6
Myrtle,1911,6
Ora,1911,6
Rhoda,1911,6
Stella,1911,6
Velma,1911,6
Annie,1911,5
Blanche,1911,5
Catherine,1911,5
Cleo,1911,5
Dora,1911,5
Fawn,1911,5
Hilda,1911,5
Kathleen,1911,5
Katie,1911,5
Lillian,1911,5
Lula,1911,5
Marion,1911,5
Minnie,1911,5
Naomi,1911,5
Pauline,1911,5
Thora,1911,5
Violet,1911,5
Vivian,1911,5
Wilma,1911,5
Zelma,1911,5
Mary,1912,86
Helen,1912,68
Ruth,1912,58
Dorothy,1912,51
Margaret,1912,50
Edna,1912,40
Virginia,1912,40
Mildred,1912,35
Alice,1912,33
Florence,1912,33
Edith,1912,26
Evelyn,1912,26
Bernice,1912,25
Thelma,1912,24
Hazel,1912,23
Irene,1912,23
Louise,1912,23
Vera,1912,23
Fern,1912,22
Grace,1912,22
Phyllis,1912,22
Ruby,1912,22
Eva,1912,21
Gladys,1912,20
Lois,1912,19
Norma,1912,19
Wanda,1912,19
Emma,1912,18
Ethel,1912,17
Elizabeth,1912,16
Erma,1912,16
Josephine,1912,16
Lucille,1912,16
Anna,1912,15
Blanche,1912,15
Bessie,1912,14
Elva,1912,14
Ida,1912,14
Marjorie,1912,14
May,1912,14
Nellie,1912,14
Wilma,1912,14
Ada,1912,13
Afton,1912,13
Beth,1912,13
Clara,1912,13
Frances,1912,13
June,1912,13
Katherine,1912,13
Leona,1912,13
Mabel,1912,13
Donna,1912,12
Ella,1912,12
Ellen,1912,12
Julia,1912,12
Laura,1912,12
Marie,1912,12
Merle,1912,12
Rose,1912,12
Bertha,1912,10
Elsie,1912,10
Esther,1912,10
Marguerite,1912,10
Martha,1912,10
Melba,1912,10
Pearl,1912,10
Viola,1912,10
Beatrice,1912,9
Elaine,1912,9
Genevieve,1912,9
Lillian,1912,9
Marian,1912,9
Maxine,1912,9
Myrtle,1912,9
Sarah,1912,9
Verda,1912,9
Annie,1912,8
Beulah,1912,8
Lola,1912,8
Miriam,1912,8
Thora,1912,8
Audrey,1912,7
Della,1912,7
Enid,1912,7
Jennie,1912,7
Leah,1912,7
Lila,1912,7
Mable,1912,7
Opal,1912,7
Roma,1912,7
Stella,1912,7
Verna,1912,7
Violet,1912,7
Agnes,1912,6
Amelia,1912,6
Betty,1912,6
Doris,1912,6
Eunice,1912,6
Fay,1912,6
Flora,1912,6
Georgia,1912,6
Gwen,1912,6
Ila,1912,6
Naomi,1912,6
Nina,1912,6
Olive,1912,6
Reva,1912,6
Rosella,1912,6
Rowena,1912,6
Sally,1912,6
Sylvia,1912,6
Zola,1912,6
Alberta,1912,5
Alta,1912,5
Catherine,1912,5
Cleo,1912,5
Eleanor,1912,5
Gertrude,1912,5
Henrietta,1912,5
Hilda,1912,5
Ina,1912,5
Ivy,1912,5
Joyce,1912,5
Kathryn,1912,5
Lavon,1912,5
Lena,1912,5
Lucile,1912,5
Marion,1912,5
Nelda,1912,5
Pauline,1912,5
Rhea,1912,5
Vivian,1912,5
Mary,1913,82
Helen,1913,79
Ruth,1913,73
Margaret,1913,63
Dorothy,1913,48
Alice,1913,39
Mildred,1913,39
Edna,1913,37
Virginia,1913,36
Louise,1913,34
Marie,1913,31
Vera,1913,31
Florence,1913,29
Marjorie,1913,28
Pearl,1913,28
Phyllis,1913,27
Ethel,1913,26
Hazel,1913,26
Thelma,1913,25
Afton,1913,23
Elizabeth,1913,23
Evelyn,1913,23
Grace,1913,23
Irene,1913,23
Ruby,1913,21
Frances,1913,20
Fern,1913,19
Lillian,1913,19
Lois,1913,19
Lucille,1913,19
Blanche,1913,18
Erma,1913,18
Gladys,1913,18
Mabel,1913,18
June,1913,17
Maxine,1913,17
Olive,1913,17
Ada,1913,16
Bernice,1913,16
Donna,1913,16
Leah,1913,16
Rose,1913,16
Bessie,1913,15
Beth,1913,15
Ann,1913,14
Ella,1913,14
Norma,1913,14
Wanda,1913,14
Della,1913,13
Doris,1913,13
Edith,1913,13
Esther,1913,13
Eva,1913,13
Gertrude,1913,13
Jennie,1913,13
Marion,1913,13
Anna,1913,12
Jean,1913,12
Kathryn,1913,12
Martha,1913,12
Myrtle,1913,12
Bertha,1913,11
Beulah,1913,11
Elsie,1913,11
Emma,1913,11
Inez,1913,11
Josephine,1913,11
Vivian,1913,11
Beatrice,1913,10
Elaine,1913,10
Elva,1913,10
Fay,1913,10
Mae,1913,10
Melba,1913,10
Sylvia,1913,10
Violet,1913,10
Barbara,1913,9
Georgia,1913,9
Jane,1913,9
Leona,1913,9
Lola,1913,9
Maurine,1913,9
Merle,1913,9
Opal,1913,9
Verna,1913,9
Alta,1913,8
Betty,1913,8
Catherine,1913,8
Dora,1913,8
Ellen,1913,8
Genevieve,1913,8
Ida,1913,8
