Juanita,1912,9
Lola,1912,9
Marion,1912,9
May,1912,9
Myrtle,1912,9
Roberta,1912,9
Violet,1912,9
Ella,1912,8
Freda,1912,8
Inez,1912,8
Mae,1912,8
Marguerite,1912,8
Minnie,1912,8
Norma,1912,8
Viola,1912,8
Wanda,1912,8
Winifred,1912,8
Arlene,1912,7
Elma,1912,7
Jeanne,1912,7
Kathleen,1912,7
Naomi,1912,7
Phyllis,1912,7
Bertha,1912,6
Beulah,1912,6
Carol,1912,6
Charlotte,1912,6
Eileen,1912,6
Emily,1912,6
Erma,1912,6
Julia,1912,6
Lucy,1912,6
Madeline,1912,6
Miriam,1912,6
Rachel,1912,6
Sylvia,1912,6
Amy,1912,5
Audrey,1912,5
Caroline,1912,5
Carolyn,1912,5
Crystal,1912,5
Dorothea,1912,5
Elva,1912,5
Fern,1912,5
Ione,1912,5
Lorene,1912,5
Lula,1912,5
Merle,1912,5
Olive,1912,5
Yvonne,1912,5
Mary,1913,136
Helen,1913,131
Dorothy,1913,109
Margaret,1913,96
Ruth,1913,73
Mildred,1913,64
Frances,1913,61
Alice,1913,51
Evelyn,1913,45
Hazel,1913,41
Elizabeth,1913,40
Lois,1913,40
Marie,1913,40
Jean,1913,39
Virginia,1913,39
Marjorie,1913,37
Esther,1913,36
Florence,1913,33
Gladys,1913,32
Doris,1913,31
Edith,1913,30
Edna,1913,30
Grace,1913,27
Thelma,1913,27
Lillian,1913,26
Anna,1913,25
Eleanor,1913,25
Martha,1913,25
Rose,1913,25
Ethel,1913,23
Barbara,1913,22
Lucille,1913,22
Vera,1913,22
Clara,1913,21
Gertrude,1913,21
Irene,1913,21
Katherine,1913,21
Elsie,1913,20
Ann,1913,19
Nellie,1913,19
Ruby,1913,19
Betty,1913,18
Jessie,1913,18
Louise,1913,18
Mabel,1913,18
Maxine,1913,18
Pearl,1913,18
Agnes,1913,17
Bernice,1913,17
Eva,1913,17
Josephine,1913,17
Kathryn,1913,17
Bertha,1913,16
Catherine,1913,16
Marion,1913,16
Pauline,1913,16
Phyllis,1913,16
Viola,1913,16
Vivian,1913,16
Beatrice,1913,15
Ellen,1913,14
Georgia,1913,14
Juanita,1913,14
Marian,1913,14
Violet,1913,14
Anne,1913,13
Charlotte,1913,13
Erma,1913,13
Laura,1913,13
Sylvia,1913,13
Velma,1913,13
Wilma,1913,13
Beulah,1913,12
Geraldine,1913,12
Jane,1913,12
Mae,1913,12
Myrtle,1913,12
Harriet,1913,11
Lucile,1913,11
Verna,1913,10
Blanche,1913,9
Genevieve,1913,9
Inez,1913,9
Jeannette,1913,9
Julia,1913,9
June,1913,9
Kathleen,1913,9
Marguerite,1913,9
Naomi,1913,9
Opal,1913,9
Alma,1913,8
Alta,1913,8
Bessie,1913,8
Dolores,1913,8
Emma,1913,8
Leona,1913,8
Norma,1913,8
Sally,1913,8
Ina,1913,7
Irma,1913,7
Jennie,1913,7
Muriel,1913,7
Olive,1913,7
Rita,1913,7
Wanda,1913,7
Amy,1913,6
Carol,1913,6
Cleo,1913,6
Ella,1913,6
Fern,1913,6
Ida,1913,6
Jeanne,1913,6
Patricia,1913,6
Stella,1913,6
Adeline,1913,5
Beth,1913,5
Bonnie,1913,5
Elda,1913,5
Elma,1913,5
Eunice,1913,5
Flora,1913,5
Frieda,1913,5
Hilda,1913,5
Ione,1913,5
Iris,1913,5
Isabelle,1913,5
Loretta,1913,5
Luella,1913,5
Lulu,1913,5
Lydia,1913,5
Minnie,1913,5
Nancy,1913,5
Nina,1913,5
Roberta,1913,5
Theresa,1913,5
Zella,1913,5
Helen,1914,160
Dorothy,1914,155
Mary,1914,149
Margaret,1914,129
Ruth,1914,111
Mildred,1914,70
Virginia,1914,65
Frances,1914,60
Doris,1914,57
Elizabeth,1914,56
Marjorie,1914,53
Alice,1914,52
Evelyn,1914,50
Florence,1914,45
Marie,1914,43
Edna,1914,42
Irene,1914,42
Maxine,1914,42
Esther,1914,41
Edith,1914,39
Hazel,1914,39
Gladys,1914,37
Thelma,1914,37
Eleanor,1914,35
Jean,1914,35
Lois,1914,33
Eva,1914,32
Louise,1914,32
Lucille,1914,32
Rose,1914,31
Wilma,1914,31
Anna,1914,30
Lillian,1914,30
Katherine,1914,29
Barbara,1914,27
Martha,1914,27
Velma,1914,27
Ethel,1914,26
Grace,1914,25
Mabel,1914,25
Ellen,1914,22
Elsie,1914,22
Pearl,1914,22
Vera,1914,22
Gertrude,1914,21
Jane,1914,21
Myrtle,1914,21
Laura,1914,20
Violet,1914,20
Marian,1914,19
Ruby,1914,19
Bernice,1914,18
Betty,1914,18
Kathryn,1914,18
Viola,1914,18
Bertha,1914,17
Clara,1914,17
Genevieve,1914,17
Juanita,1914,17
Sylvia,1914,17
Agnes,1914,16
Catherine,1914,16
Charlotte,1914,16
Ida,1914,16
Jessie,1914,16
Marguerite,1914,16
Marion,1914,16
Alma,1914,15
Ann,1914,15
Blanche,1914,15
Josephine,1914,15
Emma,1914,14
June,1914,14
Lena,1914,14
Leona,1914,14
Opal,1914,14
Georgia,1914,13
Pauline,1914,13
Vivian,1914,13
Anne,1914,12
Audrey,1914,12
Bessie,1914,12
Wanda,1914,12
Elaine,1914,11
Nancy,1914,11
Nellie,1914,11
Eunice,1914,10
Kathleen,1914,10
Norma,1914,10
Patricia,1914,10
Phyllis,1914,10
Ada,1914,9
Beulah,1914,9
Carolyn,1914,9
Dolores,1914,9
Erma,1914,9
Janet,1914,9
Lila,1914,9
Nora,1914,9
Rachel,1914,9
Shirley,1914,9
Aileen,1914,8
Cleo,1914,8
Flora,1914,8
Geraldine,1914,8
Irma,1914,8
Lola,1914,8
Minnie,1914,8
Muriel,1914,8
Neva,1914,8
Roberta,1914,8
Annette,1914,7
Donna,1914,7
Dorothea,1914,7
Eileen,1914,7
Harriet,1914,7
Jeanne,1914,7
Kay,1914,7
May,1914,7
Myra,1914,7
Naomi,1914,7
Peggy,1914,7
Sally,1914,7
Sarah,1914,7
Verna,1914,7
Beatrice,1914,6
Billie,1914,6
Caroline,1914,6
Cora,1914,6
Dora,1914,6
Ella,1914,6
Eloise,1914,6
Elva,1914,6
Faye,1914,6
Freda,1914,6
Inez,1914,6
Iris,1914,6
Joyce,1914,6
Julia,1914,6
Lela,1914,6
Lorene,1914,6
Lorraine,1914,6
Lucy,1914,6
Mae,1914,6
Nina,1914,6
Rosemary,1914,6
Stella,1914,6
Winifred,1914,6
Adele,1914,5
Alberta,1914,5
Alta,1914,5
Anita,1914,5
Avis,1914,5
Bonnie,1914,5
Carol,1914,5
Clarice,1914,5
Claudia,1914,5
Della,1914,5
Elinor,1914,5
Evalyn,1914,5
Fern,1914,5
Jeanette,1914,5
Laverne,1914,5
Letha,1914,5
Lydia,1914,5
Olga,1914,5
Theresa,1914,5
Mary,1915,248
Helen,1915,208
Dorothy,1915,202
Margaret,1915,143
Ruth,1915,114
Virginia,1915,91
Frances,1915,88
Alice,1915,82
Mildred,1915,79
Marjorie,1915,67
Lois,1915,66
Evelyn,1915,65
Marie,1915,65
Elizabeth,1915,62
Hazel,1915,60
Doris,1915,54
Jean,1915,54
Lucille,1915,53
Gladys,1915,52
Florence,1915,51
Eleanor,1915,48
Esther,1915,46
Irene,1915,45
Thelma,1915,45
Edna,1915,41
Grace,1915,41
Betty,1915,39
Lillian,1915,38
Charlotte,1915,37
Eva,1915,37
Gertrude,1915,36
Louise,1915,36
Maxine,1915,36
Rose,1915,36
June,1915,35
Anna,1915,34
Agnes,1915,33
Violet,1915,32
Edith,1915,31
Katherine,1915,31
Ruby,1915,31
Ethel,1915,30
Viola,1915,30
Catherine,1915,28
Leona,1915,28
Bernice,1915,27
Mabel,1915,27
Wilma,1915,27
Barbara,1915,26
Genevieve,1915,26
Ida,1915,26
Marian,1915,26
Velma,1915,26
Pearl,1915,25
Laura,1915,24
Phyllis,1915,24
Jessie,1915,23
Marion,1915,23
Vera,1915,23
Bertha,1915,22
Elsie,1915,22
Martha,1915,22
Pauline,1915,22
Georgia,1915,21
Alta,1915,20
Norma,1915,20
Sylvia,1915,20
Ellen,1915,19
Josephine,1915,19
Juanita,1915,19
Myrtle,1915,19
Beatrice,1915,18
Emma,1915,18
Kathryn,1915,18
Marguerite,1915,18
Naomi,1915,18
Nellie,1915,18
Vivian,1915,18
Ann,1915,17
Elma,1915,17
Harriet,1915,17
Lucile,1915,17
Muriel,1915,17
Opal,1915,17
Beulah,1915,16
Blanche,1915,16
Clara,1915,16
Erma,1915,16
Jane,1915,16
Janet,1915,16
Audrey,1915,15
Jeanne,1915,15
Kathleen,1915,15
Irma,1915,14
Roberta,1915,14
Wanda,1915,14
Anne,1915,13
Ella,1915,13
Eunice,1915,13
Verna,1915,13
Alma,1915,12
Bessie,1915,12
Carol,1915,12
Donna,1915,12
Hilda,1915,12
Lena,1915,12
Mae,1915,12
Shirley,1915,12
Eileen,1915,11
Elaine,1915,11
Geraldine,1915,11
Jeannette,1915,11
Julia,1915,11
Laverne,1915,11
Lela,1915,11
Melba,1915,11
Minnie,1915,11
Nina,1915,11
Nora,1915,11
Olive,1915,11
Patricia,1915,11
Ada,1915,10
Fern,1915,10
Flora,1915,10
Inez,1915,10
Jennie,1915,10
Leah,1915,10
May,1915,10
Nancy,1915,10
Winifred,1915,10
Anita,1915,9
Arlene,1915,9
Berniece,1915,9
Dorothea,1915,9
Ila,1915,9
Iris,1915,9
Lola,1915,9
Lorraine,1915,9
Lydia,1915,9
Rachel,1915,9
Stella,1915,9
Alberta,1915,8
Bonnie,1915,8
Caroline,1915,8
Dora,1915,8
Elva,1915,8
Ina,1915,8
Loretta,1915,8
Mable,1915,8
Marjory,1915,8
Olga,1915,8
Susan,1915,8
Adeline,1915,7
Aileen,1915,7
Annie,1915,7
Della,1915,7
Faye,1915,7
Freda,1915,7
Isabelle,1915,7
Iva,1915,7
Lorene,1915,7
Nadine,1915,7
Rosemary,1915,7
Annabelle,1915,6
Constance,1915,6
Evalyn,1915,6
Gail,1915,6
Henrietta,1915,6
Joyce,1915,6
Madeline,1915,6
Mona,1915,6
Neva,1915,6
Peggy,1915,6
Sybil,1915,6
Verda,1915,6
Winona,1915,6
Alyce,1915,5
Amelia,1915,5
Bette,1915,5
Bettie,1915,5
Billie,1915,5
Claire,1915,5
Cleo,1915,5
Cora,1915,5
Dolores,1915,5
Dorotha,1915,5
Edythe,1915,5
Enid,1915,5
Ferne,1915,5
Frankie,1915,5
Isabel,1915,5
Letha,1915,5
Lila,1915,5
Lilly,1915,5
Margery,1915,5
Maureen,1915,5
Maybelle,1915,5
Phoebe,1915,5
Rena,1915,5
Reta,1915,5
Rosalie,1915,5
Sara,1915,5
Sarah,1915,5
Theda,1915,5
Helen,1916,211
Dorothy,1916,206
Mary,1916,198
Margaret,1916,177
Ruth,1916,134
Mildred,1916,98
Virginia,1916,88
Frances,1916,87
Marjorie,1916,87
Elizabeth,1916,78
Evelyn,1916,74
Marie,1916,70
Hazel,1916,69
Doris,1916,64
Alice,1916,61
Jean,1916,61
Florence,1916,59
Thelma,1916,57
June,1916,56
Maxine,1916,55
Lois,1916,52
Edna,1916,51
Irene,1916,49
Louise,1916,48
Anna,1916,47
Esther,1916,47
Betty,1916,42
Barbara,1916,40
Edith,1916,40
Eleanor,1916,40
Lucille,1916,39
Gertrude,1916,36
Lillian,1916,36
Marian,1916,36
Wilma,1916,36
Gladys,1916,35
Grace,1916,34
Agnes,1916,31
Eva,1916,31
Genevieve,1916,31
Violet,1916,31
Catherine,1916,30
Ruby,1916,30
Rose,1916,29
Bernice,1916,28
Elsie,1916,28
Ethel,1916,28
Martha,1916,28
Norma,1916,28
Emma,1916,27
Josephine,1916,27
Marguerite,1916,27
Geraldine,1916,26
Jane,1916,26
Katherine,1916,26
Bertha,1916,25
Kathryn,1916,25
Vera,1916,25
Viola,1916,25
Clara,1916,23
Vivian,1916,23
Pauline,1916,22
Audrey,1916,21
Charlotte,1916,21
Ella,1916,21
Laura,1916,21
Mabel,1916,21
Marion,1916,21
Phyllis,1916,21
Velma,1916,21
Jessie,1916,20
Myrtle,1916,20
Pearl,1916,20
Cleo,1916,19
Ellen,1916,19
Iris,1916,19
Nancy,1916,19
Naomi,1916,19
Nellie,1916,19
Roberta,1916,19
Blanche,1916,18
Georgia,1916,18
Jeanne,1916,18
Julia,1916,18
Verna,1916,16
Ann,1916,15
Elma,1916,15
Juanita,1916,15
Muriel,1916,15
Patricia,1916,15
Anne,1916,14
Beatrice,1916,14
Eileen,1916,14
Erma,1916,14
Alta,1916,13
Bonnie,1916,13
Ida,1916,13
Joyce,1916,13
Leona,1916,13
Lucile,1916,13
Sylvia,1916,13
Bessie,1916,12
Dorothea,1916,12
Nadine,1916,12
Olive,1916,12
Shirley,1916,12
Winifred,1916,12
Alma,1916,11
Beulah,1916,11
Eunice,1916,11
Fern,1916,11
Harriet,1916,11
Mae,1916,11
Melba,1916,11
Opal,1916,11
Donna,1916,10
Elva,1916,10
Faye,1916,10
Geneva,1916,10
May,1916,10
Peggy,1916,10
Wanda,1916,10
Dora,1916,9
Elaine,1916,9
Eugenia,1916,9
Flora,1916,9
Helene,1916,9
Joan,1916,9
Kathleen,1916,9
Lela,1916,9
Loretta,1916,9
Minnie,1916,9
Ada,1916,8
Adeline,1916,8
Alberta,1916,8
Amelia,1916,8
Beverly,1916,8
Constance,1916,8
Freda,1916,8
Inez,1916,8
Irma,1916,8
Lola,1916,8
Lorraine,1916,8
Madeline,1916,8
Margie,1916,8
Miriam,1916,8
Annie,1916,7
Berniece,1916,7
Billie,1916,7
Carmen,1916,7
Caroline,1916,7
Carolyn,1916,7
Daisy,1916,7
Della,1916,7
Janet,1916,7
Jennie,1916,7
Laverne,1916,7
Lydia,1916,7
Mable,1916,7
Neva,1916,7
Nina,1916,7
Rachel,1916,7
Rita,1916,7
Sarah,1916,7
Theresa,1916,7
Amy,1916,6
Bernadine,1916,6
Carol,1916,6
Dolores,1916,6
Fay,1916,6
Hattie,1916,6
Hilda,1916,6
Ila,1916,6
Jeanette,1916,6
Jeannette,1916,6
Leta,1916,6
Lorene,1916,6
Lucy,1916,6
Luella,1916,6
Olga,1916,6
Rosemary,1916,6
Susan,1916,6
Verda,1916,6
Anita,1916,5
Bethel,1916,5
Cecelia,1916,5
Clarice,1916,5
Dorris,1916,5
Edythe,1916,5
Goldie,1916,5
Gwendolyn,1916,5
Harriett,1916,5
Hope,1916,5
Ina,1916,5
Iola,1916,5
Isabel,1916,5
Joanne,1916,5
Joy,1916,5
Leone,1916,5
Lillie,1916,5
Lorena,1916,5
Madge,1916,5
Maude,1916,5
Merle,1916,5
Ona,1916,5
Rosa,1916,5
Rosalie,1916,5
Sally,1916,5
Stella,1916,5
Verla,1916,5
Zelda,1916,5
Mary,1917,249
Helen,1917,195
Dorothy,1917,190
Margaret,1917,146
Ruth,1917,109
Frances,1917,101
Virginia,1917,97
Evelyn,1917,95
Mildred,1917,83
Marjorie,1917,77
June,1917,71
Doris,1917,66
Lois,1917,66
Elizabeth,1917,65
Alice,1917,64
Marie,1917,64
Jean,1917,62
Betty,1917,60
Florence,1917,58
Hazel,1917,54
Barbara,1917,53
Esther,1917,52
Gladys,1917,49
Irene,1917,47
Maxine,1917,46
Edna,1917,44
Thelma,1917,42
Edith,1917,40
Grace,1917,40
Lillian,1917,40
Eleanor,1917,39
Louise,1917,38
Ellen,1917,37
Elsie,1917,35
Gertrude,1917,32
Josephine,1917,32
Martha,1917,32
Patricia,1917,32
Anna,1917,31
Ethel,1917,31
Eva,1917,31
Katherine,1917,31
Velma,1917,30
Bernice,1917,29
Jane,1917,29
Marian,1917,29
Rose,1917,29
Catherine,1917,28
Ruby,1917,27
Vivian,1917,27
Geraldine,1917,26
Kathryn,1917,26
Norma,1917,26
Vera,1917,26
Violet,1917,26
Wilma,1917,26
Genevieve,1917,25
Viola,1917,25
Lucille,1917,24
Jessie,1917,23
Juanita,1917,23
Roberta,1917,23
Emma,1917,22
Pauline,1917,22
Clara,1917,21
Leona,1917,21
Pearl,1917,21
Bessie,1917,20
Laura,1917,20
Ann,1917,19
Anne,1917,19
Charlotte,1917,19
Jeanne,1917,19
Marguerite,1917,19
Marion,1917,19
Myrtle,1917,19
Agnes,1917,18
Bertha,1917,18
Julia,1917,18
Elaine,1917,17
Ella,1917,17
Nellie,1917,17
Phyllis,1917,17
Bonnie,1917,16
Erma,1917,16
Iris,1917,16
Naomi,1917,16
Beulah,1917,15
Eileen,1917,15
Faye,1917,15
Georgia,1917,15
Lorraine,1917,15
Blanche,1917,14
Eunice,1917,14
Shirley,1917,14
Carol,1917,13
Dolores,1917,13
Elma,1917,13
Harriet,1917,13
Ida,1917,13
Jennie,1917,13
Kathleen,1917,13
Mabel,1917,13
Muriel,1917,13
Nancy,1917,13
Olive,1917,13
Opal,1917,13
Cleo,1917,12
Irma,1917,12
Lena,1917,12
Verna,1917,12
Wanda,1917,12
Ada,1917,11
Alta,1917,11
Anita,1917,11
Donna,1917,11
Lola,1917,11
Lucile,1917,11
Peggy,1917,11
Stella,1917,11
Beatrice,1917,10
Billie,1917,10
Elva,1917,10
Fern,1917,10
Lorene,1917,10
May,1917,10
Winifred,1917,10
Arlene,1917,9
Audrey,1917,9
Elinor,1917,9
Eloise,1917,9
Gwendolyn,1917,9
Hilda,1917,9
Janet,1917,9
Joan,1917,9
Letha,1917,9
Margery,1917,9
Minnie,1917,9
Rosemary,1917,9
Sarah,1917,9
Amy,1917,8
Beverly,1917,8
Constance,1917,8
Effie,1917,8
Flora,1917,8
Freda,1917,8
Geneva,1917,8
Jacqueline,1917,8
Lavelle,1917,8
Lila,1917,8
Lydia,1917,8
Melba,1917,8
Miriam,1917,8
Nadine,1917,8
Neva,1917,8
Sadie,1917,8
Sylvia,1917,8
Theresa,1917,8
Bette,1917,7
Caroline,1917,7
Clarice,1917,7
Cora,1917,7
Ina,1917,7
Inez,1917,7
Jeannette,1917,7
Mae,1917,7
Nina,1917,7
Sara,1917,7
Annabelle,1917,6
Arleta,1917,6
Ernestine,1917,6
Goldie,1917,6
Henrietta,1917,6
Isabelle,1917,6
Iva,1917,6
Janice,1917,6
Laverne,1917,6
Lela,1917,6
Lorena,1917,6
Mable,1917,6
Madge,1917,6
Nettie,1917,6
Rachel,1917,6
Rosa,1917,6
Rosetta,1917,6
Susan,1917,6
Adele,1917,5
Adeline,1917,5
Alberta,1917,5
Alma,1917,5
Amelia,1917,5
Berniece,1917,5
Bethel,1917,5
Cecilia,1917,5
Daisy,1917,5
Della,1917,5
Dorothea,1917,5
Elna,1917,5
Emily,1917,5
Gretchen,1917,5
Ila,1917,5
Ione,1917,5
Isabel,1917,5
Jeanette,1917,5
Joyce,1917,5
Melva,1917,5
Mona,1917,5
Verda,1917,5
Vida,1917,5
Winnifred,1917,5
Yvonne,1917,5
Dorothy,1918,235
Mary,1918,230
Helen,1918,205
Margaret,1918,188
Ruth,1918,148
Frances,1918,116
Virginia,1918,102
Marjorie,1918,98
Doris,1918,92
Evelyn,1918,90
Jean,1918,90
Lois,1918,79
Mildred,1918,79
Betty,1918,74
Hazel,1918,73
June,1918,69
Irene,1918,68
Elizabeth,1918,63
Maxine,1918,62
Alice,1918,60
Florence,1918,60
Esther,1918,56
Edna,1918,54
Marie,1918,54
Barbara,1918,53
Bernice,1918,49
Ethel,1918,48
Louise,1918,47
Lillian,1918,42
Gladys,1918,41
Edith,1918,40
Phyllis,1918,40
Thelma,1918,39
Grace,1918,38
Lucille,1918,37
Anna,1918,36
Leona,1918,36
Pearl,1918,36
Eleanor,1918,35
Violet,1918,34
Jane,1918,33
Marian,1918,33
Agnes,1918,32
Elsie,1918,32
Shirley,1918,32
Charlotte,1918,31
Geraldine,1918,31
Martha,1918,31
Genevieve,1918,30
Jeanne,1918,30
Viola,1918,30
Norma,1918,29
Patricia,1918,29
Rose,1918,29
Velma,1918,29
Catherine,1918,28
Josephine,1918,28
Kathryn,1918,28
Ruby,1918,28
Vivian,1918,27
Wilma,1918,27
Ellen,1918,26
Gertrude,1918,26
Laura,1918,26
Marion,1918,26
Roberta,1918,26
Georgia,1918,24
Katherine,1918,23
Marguerite,1918,23
Clara,1918,22
Eva,1918,22
Nellie,1918,22
Pauline,1918,22
Beatrice,1918,21
Bertha,1918,21
Carol,1918,21
Mabel,1918,21
Myrtle,1918,21
Anne,1918,19
Bessie,1918,19
Vera,1918,19
Verna,1918,19
Eileen,1918,18
Erma,1918,18
Muriel,1918,18
Nancy,1918,18
Harriet,1918,17
Juanita,1918,17
Lorraine,1918,17
Olive,1918,17
Alma,1918,16
Emma,1918,16
Joan,1918,16
Ella,1918,15
Jessie,1918,15
Kathleen,1918,15
Opal,1918,15
Wanda,1918,15
Audrey,1918,14
Dolores,1918,14
Elaine,1918,14
Alta,1918,13
Beverly,1918,13
Blanche,1918,13
Bonnie,1918,13
Lena,1918,13
Anita,1918,12
Beulah,1918,12
Hilda,1918,12
Jeanette,1918,12
Loretta,1918,12
Melba,1918,12
Naomi,1918,12
Rachel,1918,12
Willa,1918,12
Alberta,1918,11
Goldie,1918,11
Jennie,1918,11
Lola,1918,11
Ann,1918,10
Dorothea,1918,10
Fern,1918,10
Jeannette,1918,10
Joyce,1918,10
Madeline,1918,10
Sarah,1918,10
Beryl,1918,9
Bette,1918,9
Caroline,1918,9
Dora,1918,9
Geneva,1918,9
Ida,1918,9
Iris,1918,9
Lucile,1918,9
Mae,1918,9
Nora,1918,9
Peggy,1918,9
Winifred,1918,9
Winnifred,1918,9
Ada,1918,8
Celia,1918,8
Crystal,1918,8
Elma,1918,8
Eloise,1918,8
Faye,1918,8
Henrietta,1918,8
Inez,1918,8
Julia,1918,8
Lila,1918,8
Nina,1918,8
Stella,1918,8
Sylvia,1918,8
Theresa,1918,8
Verda,1918,8
Clarice,1918,7
Constance,1918,7
Delores,1918,7
Emily,1918,7
Eunice,1918,7
Laverne,1918,7
Lela,1918,7
Lucy,1918,7
Miriam,1918,7
Rosemary,1918,7
Amelia,1918,6
Annie,1918,6
Arline,1918,6
Berniece,1918,6
Claudia,1918,6
Cora,1918,6
Donna,1918,6
Elva,1918,6
Eugenia,1918,6
Fay,1918,6
Freda,1918,6
Gwendolyn,1918,6
Helene,1918,6
